,U_1t_sim
352,0.19721719951518224
353,0.2878256903795722
354,0.32874142751524466
355,0.307859964722108
356,0.2604051708778343
357,0.2335796571646695
358,0.25955027346939274
359,0.3584841581064131
360,0.5222789810167431
361,0.684701337887089
362,0.7822030216512695
363,0.8108029390547069
364,0.7910994274287543
365,0.7512539737859203
366,0.7340908338468011
367,0.7720170787194143
368,0.8490161494767158
369,0.9139155903082438
370,0.9400140010627361
371,0.9226776415493456
372,0.8131362339161886
373,0.5075306786645335
374,0.16195548605259852
375,0.031764237395914385
376,0.0094473378164786
377,0.00958376385771904
378,0.02997094160527449
379,0.12582606790306228
380,0.35086052513320537
381,0.5781516420294999
382,0.688756366759591
383,0.7033606254649059
384,0.6741262024596819
385,0.6532400298513333
386,0.6753173511610213
387,0.7335084861686355
388,0.7880736369586573
389,0.8025173593581097
390,0.7545290366935109
391,0.6291153386060762
392,0.4590005277135654
393,0.3352590304128806
394,0.3151094293526886
395,0.4121116110021603
396,0.6011757573184021
397,0.7706951981336283
398,0.8382037303672785
399,0.7950057114001512
400,0.5939032675164826
401,0.27076796629699984
402,0.07507875302739173
403,0.0252890693064819
404,0.024341318541886627
405,0.06921558593273425
406,0.25386408698639507
407,0.5794740562938242
408,0.7963052787813774
409,0.8555208270717738
410,0.8185071636369834
411,0.706991054179194
412,0.5804246018844621
413,0.532063163003686
414,0.5960259685039819
415,0.7265658629085409
416,0.8323527962612425
417,0.8688402607336787
418,0.8312320770149773
419,0.6942590242593223
420,0.47199185574299835
421,0.2880977237457535
422,0.21437173149328503
423,0.2319436523028796
424,0.30918058491492495
425,0.38206065314317744
426,0.3671211931627918
427,0.24225960738952484
428,0.09964242899938103
429,0.03275879998263208
430,0.019515106282659265
431,0.042936085861142344
432,0.2231459746810865
433,0.7299420804482584
434,0.9790505629003451
435,0.9989805198233305
436,0.9997195497304388
437,0.9988267489536382
438,0.9788312878718243
439,0.7790569385715621
440,0.36860118700068134
441,0.16337415139078415
442,0.14226023646964497
443,0.23248226760574398
444,0.4061866560862343
445,0.5452875086751219
446,0.5520622113220419
447,0.4190018956154157
448,0.22681426766867663
449,0.09994508321771667
450,0.05366961989354096
451,0.048636610968377854
452,0.06862350688071156
453,0.10707251231427312
454,0.14223729947625963
455,0.15355627567925284
456,0.15504195447935193
457,0.19116130579039203
458,0.3397247575019748
459,0.672828666086915
460,0.9470231124131246
461,0.9976691074121711
462,0.9999056971461828
463,0.9999709674003753
464,0.9998079070987947
465,0.9922631252808127
466,0.8260477051977777
467,0.3126063585567387
468,0.06678494498332808
469,0.02790575030773914
470,0.03811159651568224
471,0.09307537228751889
472,0.18977355029264448
473,0.241246924402234
474,0.18739123505626193
475,0.09055796056055887
476,0.034395509559196936
477,0.018705457317924397
478,0.024879611532668836
479,0.0716479928606728
480,0.22983174170425746
481,0.493410290014711
482,0.6955953202155769
483,0.7799597724507893
484,0.7980849975970097
485,0.8068867653883547
486,0.849434106972729
487,0.9205024207625975
488,0.972298745416768
489,0.9908546829182828
490,0.9939565404637766
491,0.9865036599479756
492,0.9295639858178667
493,0.6823323233073777
494,0.31150998107565675
495,0.12676212771206008
496,0.09296309807598108
497,0.14057805759880615
498,0.26408038961758534
499,0.38601913075647354
500,0.3784407963325111
501,0.21876441948639325
502,0.05922359903195518
503,0.00894659509483374
504,0.0021739792575302267
505,0.002852741018173127
506,0.019896180593118113
507,0.1845585261419352
508,0.6504259290189939
509,0.9269824905198618
510,0.9808001481408839
511,0.9859160245342908
512,0.9755450755950777
513,0.9490907484502906
514,0.9213479724334799
515,0.9186790825640188
516,0.9346415707265714
517,0.9417588887557073
518,0.9142598576684455
519,0.7879768104928917
520,0.47116981655267
521,0.15172246648401355
522,0.03737219416789982
523,0.01801410121089634
524,0.028858986385381175
525,0.09546355317781485
526,0.2754241720887911
527,0.47397122238826594
528,0.5336499878310744
529,0.43657759617177544
530,0.2689558860562804
531,0.1608328105891122
532,0.1554331359766284
533,0.2876669473638191
534,0.6103011623988126
535,0.8920957675360279
536,0.9756986588164862
537,0.9866112207041332
538,0.9701732313024213
539,0.8676248199490488
540,0.5821518113083987
541,0.3045785566684609
542,0.2063814571669939
543,0.24491617779623293
544,0.3828162464884136
545,0.529932947970038
546,0.567122616639241
547,0.4479312877267695
548,0.22991948168552867
549,0.0798670237073521
550,0.033731981871181094
551,0.03702424541583512
552,0.10740066310901414
553,0.36178646296949246
554,0.7186572323378171
555,0.8953226049981666
556,0.9323799667186156
557,0.9036614483278866
558,0.8067153351079095
559,0.6730921921477899
560,0.606214804489059
561,0.6546824790695831
562,0.7647874152743209
563,0.8418315592403702
564,0.8388163102675805
565,0.7088126683062199
566,0.3967564856366154
567,0.1132177877092827
568,0.024459597777244598
569,0.011812376937914648
570,0.023907267647915398
571,0.11125276170372878
572,0.39643955270666154
573,0.7115377742260437
574,0.8381527691047173
575,0.8294622191540446
576,0.7202962177265263
577,0.5583494325768336
578,0.4659520430528982
579,0.5166570716264606
580,0.6890481124357156
581,0.8552090934905172
582,0.9265590066710461
583,0.92395569711708
584,0.8240886880383689
585,0.5305545263262386
586,0.19800342504785434
587,0.06349470084868365
588,0.04175377937566383
589,0.07740951761966143
590,0.2244156958987275
591,0.4948942136333231
592,0.7023472568475525
593,0.7609760039988325
594,0.7028807825059824
595,0.5667869803995115
596,0.4411949097463658
597,0.41086484970055315
598,0.4967741489654863
599,0.6560574498401974
600,0.7868089749287224
601,0.8310470720821986
602,0.7802861613105574
603,0.6094868791372767
604,0.36414841464429326
605,0.19489769609051583
606,0.1442541886461401
607,0.18791119401432216
608,0.33450344124111275
609,0.5399972943937215
610,0.6782777830449355
611,0.6932830238898364
612,0.5866852302739501
613,0.39831853816699536
614,0.24019544712883462
615,0.1781261347369501
616,0.20894684063733293
617,0.34032182318466575
618,0.5460898900597059
619,0.7184108272143959
620,0.7978654832577814
621,0.8033978397072573
622,0.7648603634427322
623,0.7202122338252859
624,0.7125642501324552
625,0.7533194408602957
626,0.8084138671444334
627,0.8319101201733026
628,0.7874108774445467
629,0.6225949884403574
630,0.33642025115803653
631,0.11316954638184779
632,0.03574017143091501
633,0.022643370523763515
634,0.0404243526576903
635,0.12801474979176763
636,0.34525106536047934
637,0.5836426860907535
638,0.6960209102480841
639,0.6829651959323598
640,0.5880192262808764
641,0.4857907828164624
642,0.46047100674467056
643,0.5485569372416226
644,0.714187018440134
645,0.8516149615234792
646,0.9078553201045284
647,0.895861085205242
648,0.7940001269953583
649,0.5624784862888949
650,0.3129030898237902
651,0.19078746710534156
652,0.1913451689275667
653,0.30391876579482346
654,0.5101166988331012
655,0.6904834367473531
656,0.7578585302392399
657,0.7118622537740942
658,0.5631211595428425
659,0.38001736501365385
660,0.2666935830991185
661,0.25261939821529
662,0.32573535208413695
663,0.4491004675575949
664,0.5391607585512295
665,0.5263885274268143
666,0.3992565067069361
667,0.22854092685086735
668,0.12042988852330633
669,0.09435953712231193
670,0.14811274405517505
671,0.34189428642114406
672,0.6544795402730714
673,0.8634811442467996
674,0.9276489208487153
675,0.918733819454763
676,0.8412252884596533
677,0.6873764542984292
678,0.5445169445711564
679,0.5115420501221357
680,0.5933446481047332
681,0.7160720106673937
682,0.7865213179405879
683,0.7610446191969622
684,0.6057595371365719
685,0.34635813079054023
686,0.15503912768909545
687,0.09438772649915383
688,0.12769364238370634
689,0.2960038309427587
690,0.5942901565032269
691,0.7981395721641495
692,0.8303364383271971
693,0.6895309782851191
694,0.34426494082135195
695,0.0837902499655378
696,0.02113934255396307
697,0.019952165001570404
698,0.08075540845540913
699,0.3856682097589332
700,0.8059526745155625
701,0.9492040974501512
702,0.9621098084224473
703,0.9033629260743234
704,0.6922293957427867
705,0.42274058269584686
706,0.3364510950185054
707,0.48346250509872807
708,0.7832405695438389
709,0.9503917292392398
710,0.9815866647822695
711,0.9625553820309566
712,0.7626051504395113
713,0.21414870356297638
714,0.013830261537068433
715,0.0014588719728966606
716,0.002555204862827699
717,0.042589823234961875
718,0.44365864200304594
719,0.9102364933421276
720,0.9853133856155798
721,0.9813838759878455
722,0.875413961097991
723,0.42625872164741985
724,0.08744952628060954
725,0.029899153721579367
726,0.05692360500077711
727,0.262597518364107
728,0.6911310630224683
729,0.9031419355446655
730,0.9208380826751241
731,0.7881094749298829
732,0.40890331430919613
733,0.1188596859247198
734,0.05686783982384908
735,0.11353619252451669
736,0.4262926956845882
737,0.8545718940208997
738,0.9757300585810953
739,0.9838758104202421
740,0.9271658722466882
741,0.5702075278702481
742,0.12205675618220635
743,0.022733504565098095
744,0.02475152275568023
745,0.14532752105647417
746,0.6369580773333282
747,0.9521807823941787
748,0.9901220576616644
749,0.9798768058757767
750,0.8230106622846614
751,0.277231158951188
752,0.02930485359909036
753,0.006969178206067456
754,0.018182999097787086
755,0.16217483248413728
756,0.6418281259834704
757,0.9137944240507903
758,0.9443290179122613
759,0.8329182181914361
760,0.4135231043884292
761,0.07818891555023
762,0.01894785117759548
763,0.030954664315424537
764,0.2029693107208721
765,0.7387385032180093
766,0.9754029688803595
767,0.995742991066264
768,0.991456525815832
769,0.9119880831237404
770,0.4889298025539514
771,0.11534164021816778
772,0.04328796372322514
773,0.07739649929722653
774,0.30066281015526813
775,0.7056214167525988
776,0.8981872066118133
777,0.9101432052631224
778,0.7671574361182452
779,0.39005080667945463
780,0.11083831823791329
781,0.047831293262409307
782,0.08100490770531077
783,0.30262336555428404
784,0.7295393692128829
785,0.9345206913305035
786,0.9639275020981801
787,0.9113531939055871
788,0.6344013740401284
789,0.20856172601179784
790,0.048974236909638084
791,0.031182250938887834
792,0.0836526238577302
793,0.3338636232844402
794,0.7231509532312264
795,0.8998685789951677
796,0.9186709695202145
797,0.8291214117713217
798,0.5747045910615134
799,0.29703797269716337
800,0.18369061932209407
801,0.21696616072526004
802,0.39500704100441686
803,0.6501847595374918
804,0.8070923417583726
805,0.8330151292998799
806,0.7444765068285775
807,0.5420542195948429
808,0.33900019277009286
809,0.2569150390669702
810,0.3108375055980078
811,0.4944735772118558
812,0.7098545320737609
813,0.8220502252909092
814,0.8134935794537156
815,0.6634095173037896
816,0.37165674461274145
817,0.14127940189816945
818,0.06291216251748409
819,0.06392738725780926
820,0.14369282905071384
821,0.36424080693557237
822,0.6330323966886559
823,0.76932658812429
824,0.7634267305375724
825,0.6328907031252888
826,0.42584710770489764
827,0.27626207423124527
828,0.2507448743486427
829,0.35943813292329596
830,0.5915017350275333
831,0.806948833095521
832,0.9008345527958078
833,0.9056338239625725
834,0.8237989688531424
835,0.6078908892348056
836,0.3405606403824478
837,0.19014661403316568
838,0.16573855955043176
839,0.2460958794942143
840,0.4352501509023742
841,0.6473721948901822
842,0.7645821891672764
843,0.7696914473876115
844,0.6668997367759429
845,0.4703134893568748
846,0.2775780247787487
847,0.17491129253785043
848,0.15791516847178183
849,0.2135563813805127
850,0.3434721626666393
851,0.5098078084805384
852,0.6366562450292089
853,0.6870620588844163
854,0.6669042362403441
855,0.5958789475455661
856,0.5081650555049471
857,0.44468347029285904
858,0.4301751603802572
859,0.46736117382518094
860,0.5411115586576991
861,0.6223053367953049
862,0.6818704331848389
863,0.7048459999011387
864,0.6891542662906553
865,0.6403715858508182
866,0.5728107754868801
867,0.5085995571616184
868,0.46775796012906706
869,0.4586158007866014
870,0.4759682534937144
871,0.5033545118531255
872,0.5184822842064796
873,0.5021103954319446
874,0.44683256205757405
875,0.3644458947992781
876,0.2849053178597356
877,0.23847198200492903
878,0.24303020635552175
879,0.3128025221864724
880,0.45513681784776927
881,0.632387219452871
882,0.7691674177977277
883,0.8311080473737402
884,0.8251027457272819
885,0.7505988195892388
886,0.6081805185229094
887,0.4480641254497025
888,0.3426882316818948
889,0.3174078133440009
890,0.3608357387395206
891,0.44085333619505584
892,0.5028957594567652
893,0.49808256267083884
894,0.41224306499251484
895,0.28234533735640355
896,0.1799681441845562
897,0.1434347206756299
898,0.18385273123907092
899,0.3406506012875732
900,0.6136697784393099
901,0.8386750495915235
902,0.9284769691460215
903,0.9407185694638991
904,0.8953079828666829
905,0.7475830388541751
906,0.5037929579866067
907,0.3107773299461156
908,0.24267628844338912
909,0.27753682128424434
910,0.386703605883057
911,0.5082472195664639
912,0.5648469527832303
913,0.5246594807000191
914,0.4078610186267481
915,0.28507969203767003
916,0.22368023583429059
917,0.24607268643480212
918,0.3627580727962854
919,0.5453210474663179
920,0.6904921527150132
921,0.7278155491775817
922,0.6402100620308717
923,0.43410595759488096
924,0.22652283166673687
925,0.13111755009426845
926,0.1430990179605176
927,0.29657743509687295
928,0.6299460675724972
929,0.8917629164513413
930,0.9672705446412738
931,0.9717142873056164
932,0.9162979502814823
933,0.6688944201542082
934,0.27712562136422225
935,0.0905810751553826
936,0.06161436601268557
937,0.12452674893277843
938,0.36483350393543534
939,0.7090401377235958
940,0.8814964517663251
941,0.904964711807877
942,0.8151525626852911
943,0.5456159458937218
944,0.23215018171115515
945,0.09193773032454577
946,0.06975843911424616
947,0.12256817493912375
948,0.2935895520526713
949,0.5488284594322479
950,0.7227839990893143
951,0.7672993699807216
952,0.7124975373364877
953,0.5919660548856069
954,0.4777673957332306
955,0.4402552051255145
956,0.49685414859383026
957,0.6151188074261549
958,0.7245455832463095
959,0.7737656455403679
960,0.7526340978058252
961,0.665831158020644
962,0.5468370611395243
963,0.46296129992310914
964,0.4606771954642011
965,0.5391443427303988
966,0.6493877130814045
967,0.7187345859949101
968,0.6995543652363154
969,0.5591627633140462
970,0.31667609595938917
971,0.12063824822774566
972,0.04409558973426489
973,0.029486726689846095
974,0.04947712472811354
975,0.14432508203551697
976,0.3797439581758421
977,0.6523368885350563
978,0.8039264081118617
979,0.8455225948993714
980,0.823428174238902
981,0.7651983713602661
982,0.7082551250040594
983,0.6899240397941072
984,0.7137400195719509
985,0.7486941959296305
986,0.756576464109156
987,0.7090280316640691
988,0.58946127365999
989,0.42151353081325116
990,0.2794214565425101
991,0.21227699553347829
992,0.22115346136508285
993,0.3018614195365735
994,0.43474033451818783
995,0.5561010016405095
996,0.6047442644391885
997,0.5615926471711107
998,0.44127459582149886
999,0.30042307037017124
1000,0.20399238933169794
1001,0.1707528945692341
1002,0.1948381803439468
1003,0.27387650330891755
1004,0.39262202112771377
1005,0.5094320637639037
1006,0.5893850775155136
1007,0.6308358223235402
1008,0.6542206662955339
1009,0.6829694508501514
1010,0.7277930694717328
1011,0.7789100784112746
1012,0.8147296458929045
1013,0.816428810195586
1014,0.7671411302806713
1015,0.6491820266293294
1016,0.476174378522824
1017,0.31861172684677797
1018,0.23548886339880032
1019,0.2349352330168673
1020,0.3185208955606721
1021,0.4818017632209469
1022,0.6643848520335424
1023,0.7878580909851651
1024,0.8352601116627205
1025,0.8191756200106459
1026,0.7360388853146382
1027,0.5766303207473924
1028,0.3714408865714346
1029,0.19301064929266976
1030,0.08569185959440995
1031,0.03794241554961999
1032,0.021687310555510417
1033,0.02164546130479444
1034,0.04431667441237963
1035,0.1505175413796705
1036,0.4739144747672801
1037,0.8544701760974235
1038,0.9822397686919451
1039,0.9976303001806652
1040,0.9987621000001748
1041,0.9958513548666341
1042,0.9605588445587945
1043,0.7303554758003474
1044,0.3145412087107116
1045,0.10516756293298885
1046,0.06291056751762603
1047,0.09372850468467009
1048,0.22112035593844148
1049,0.4512961604436314
1050,0.6498294856691964
1051,0.7277164519020252
1052,0.6986895788437557
1053,0.5873212956866828
1054,0.4405793947726012
1055,0.3208912526992973
1056,0.25021274956922834
1057,0.2109645177683252
1058,0.17764997767506363
1059,0.13750284591739037
1060,0.09867000080860255
1061,0.07808715584324354
1062,0.09140719222822047
1063,0.1811866359927266
1064,0.4461361213839147
1065,0.8077372468849957
1066,0.9682078982837383
1067,0.9942330200746425
1068,0.996005629076134
1069,0.9848801901902424
1070,0.8860024713295052
1071,0.5283073001476483
1072,0.19116572294747503
1073,0.09013083012660589
1074,0.11040050746638358
1075,0.2586061121026453
1076,0.5376065162989188
1077,0.7421874573836178
1078,0.7746261061442372
1079,0.6310805119351346
1080,0.3232140859546363
1081,0.09380874973025488
1082,0.02862385547105871
1083,0.02409281411199433
1084,0.06607593823495396
1085,0.25296036318960746
1086,0.5945018105398726
1087,0.8150940212160978
1088,0.8684377864516127
1089,0.8182386874864107
1090,0.6723929833822703
1091,0.5008527096574392
1092,0.42469617468727666
1093,0.48687037663306015
1094,0.6533386555015763
1095,0.8109409184728298
1096,0.8828227966164419
1097,0.8781943083674797
1098,0.79416215883807
1099,0.6263338499029012
1100,0.4672412168193901
1101,0.42667975021293414
1102,0.5290399666310555
1103,0.7111741869848357
1104,0.8375827847072279
1105,0.8515179714228619
1106,0.7024388898859895
1107,0.29769358632428655
1108,0.029767726170049972
1109,0.000951361301438973
1110,8.531262984907529e-05
1111,0.0001811789805851414
1112,0.005955854185624517
1113,0.19039986200771258
1114,0.8122712011305555
1115,0.9887979078628113
1116,0.998508797708321
1117,0.9978625935158668
1118,0.9833981332805609
1119,0.875325685781247
1120,0.6249215696127697
1121,0.4604235046267775
1122,0.4822676621849205
1123,0.628407410002703
1124,0.7697581042599909
1125,0.8208048773307052
1126,0.7675163658833004
1127,0.5878368714071496
1128,0.34252874426898705
1129,0.185708423521163
1130,0.14683370039376703
1131,0.20134365960651374
1132,0.3484135545940975
1133,0.5173202447736303
1134,0.5847407138526562
1135,0.49534216301761147
1136,0.27855328937025814
1137,0.09731423892322444
1138,0.0327070554392955
1139,0.024745716423271533
1140,0.06022275730824745
1141,0.24292255884233355
1142,0.6358484039997864
1143,0.8953277768476822
1144,0.9607597941122389
1145,0.959996207914725
1146,0.9053894887619627
1147,0.7522147855843674
1148,0.5559495305168951
1149,0.4627178018927583
1150,0.5163237694794796
1151,0.6680203084724596
1152,0.8046385788387844
1153,0.8568170146989986
1154,0.8159337796344184
1155,0.6397186133203586
1156,0.3427535957826606
1157,0.12782381100544254
1158,0.05585677418415124
1159,0.05266744478698453
1160,0.10908848862559595
1161,0.28060834069420093
1162,0.5369875448185696
1163,0.7121713478904599
1164,0.7519508971158166
1165,0.6740951247563348
1166,0.49654570431409467
1167,0.3046469448717259
1168,0.19072188006138074
1169,0.1607411210324593
1170,0.19778681243758212
1171,0.2996365044761836
1172,0.4461218806597069
1173,0.5860489076736015
1174,0.685090445873356
1175,0.7476049786885175
1176,0.7933714220013178
1177,0.8361995359957569
1178,0.8758432886819536
1179,0.9027948492150508
1180,0.9073554598106057
1181,0.8755442994557228
1182,0.7721068491757198
1183,0.5563029099575192
1184,0.293004775307912
1185,0.12464747006222976
1186,0.06352602307034245
1187,0.0581283475451577
1188,0.09921684406110837
1189,0.2210466645010169
1190,0.4279352941003695
1191,0.6178263711106362
1192,0.7073607405218003
1193,0.6959369542739315
1194,0.6005845070300918
1195,0.46049460103106227
1196,0.3473809218608963
1197,0.31071806348694875
1198,0.3662628646626508
1199,0.5150103117055423
1200,0.7059482718678096
1201,0.8475302317606992
1202,0.911740190126187
1203,0.9231686784898314
1204,0.8908514091634337
1205,0.7927433487662384
1206,0.6112243740825833
1207,0.39992954183703894
1208,0.24293069446622534
1209,0.15944866268949504
1210,0.1246890714802728
1211,0.11543550190206409
1212,0.1182310030511462
1213,0.12616083424501712
1214,0.1384195662156819
1215,0.1612250988233393
1216,0.20801749871478442
1217,0.2980498008215848
1218,0.4443626435342111
1219,0.6246305714620036
1220,0.7799039202919246
1221,0.8733857733141936
1222,0.9144575442538907
1223,0.9238317599065111
1224,0.9130224792209862
1225,0.888262576147334
1226,0.85841772780771
1227,0.8333595645933254
1228,0.8131632970742413
1229,0.7817906495520521
1230,0.7077925520571622
1231,0.5502678585423935
1232,0.3109892524011465
1233,0.10810216987427784
1234,0.025364170877410833
1235,0.006981842998668086
1236,0.004792977282774032
1237,0.011361501385364969
1238,0.058050022229335765
1239,0.2619223104455023
1240,0.6131932737395739
1241,0.8349309682543067
1242,0.8984141341639283
1243,0.8779959679842817
1244,0.7778221552515964
1245,0.6079765800284165
1246,0.4635217117542913
1247,0.4289010957302112
1248,0.5200761763209047
1249,0.6970216041348336
1250,0.8540200563180953
1251,0.9310440035247862
1252,0.9528331602721437
